company_name,company_number,company_status,company_type,company_subtype,kind,links,date_of_creation,registered_office_address,sic_codes
HASA ENTERPRISES COMMUNITY INTEREST COMPANY,06877862,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/06877862'},2009-04-15,"{'address_line_1': 'Hillsborough Arena Sports Association', 'address_line_2': 'Middlewood Road', 'locality': 'Sheffield', 'postal_code': 'S6 4HA', 'region': 'South Yorkshire'}",['56301']
THE REMARKABLE GANG CIC,16126715,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/16126715'},2024-12-09,"{'address_line_1': '17 Pisgah House Road', 'locality': 'Sheffield', 'postal_code': 'S10 5BJ', 'country': 'England'}","['88910', '93290']"
SOUTH YORKSHIRE CHESS & EDUCATION CENTRE COMMUNITY INTEREST COMPANY,14673104,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14673104'},2023-02-18,"{'address_line_1': '9 Ravenscroft Close', 'locality': 'Sheffield', 'postal_code': 'S13 8PN', 'country': 'England'}","['85510', '85590']"
GROWTHEATRE CIC,08283866,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/08283866'},2012-11-07,"{'address_line_1': '10 Ashland Road', 'locality': 'Sheffield', 'postal_code': 'S7 1RJ', 'region': 'South Yorkshire'}",['90010']
HUDDLE GAP CIC,16125165,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/16125165'},2024-12-09,"{'address_line_1': 'The Circle', 'address_line_2': '33 Rockingham Lane', 'locality': 'Sheffield', 'postal_code': 'S1 4FW', 'country': 'England'}",['88100']
CHILDREN’S CRITICAL CARE COMMUNITY INTEREST COMPANY,14629269,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14629269'},2023-01-31,"{'address_line_1': '266 South Road', 'locality': 'Sheffield', 'postal_code': 'S6 3TB', 'country': 'England'}",['85422']
GREEN LIGHT - FAMILY SUPPORT CIC,16099386,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/16099386'},2024-11-25,"{'address_line_1': '63 Kilvington Road', 'locality': 'Sheffield', 'postal_code': 'S13 8AG', 'country': 'England'}","['56210', '82990', '85520', '85600']"
C & G ARTPARTMENT CIC,13828998,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/13828998'},2022-01-05,"{'address_line_1': '71 Holme Lane', 'locality': 'Sheffield', 'postal_code': 'S6 4JP', 'country': 'England'}",['90030']
BLACK OWNED SHEFFIELD CIC,16051708,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/16051708'},2024-10-30,"{'address_line_1': '48 Wicker', 'locality': 'Sheffield', 'postal_code': 'S3 8JB', 'country': 'England'}","['58120', '82301', '82990', '85520']"
LINK LEARNING COMMUNITIES CIC,14601252,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14601252'},2023-01-18,"{'address_line_1': 'Broomhall Centre', 'address_line_2': 'Broomspring Lane', 'locality': 'Sheffield', 'postal_code': 'S10 2FD', 'country': 'United Kingdom'}",['85520']
WALKLEY EVENTS COLLECTIVE CIC,16025037,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/16025037'},2024-10-17,"{'address_line_1': '53 Hawksworth Road', 'locality': 'Sheffield', 'postal_code': 'S6 2WF', 'country': 'England'}",['82301']
BME YOUNG PEOPLE AND CARERS C.I.C.,12444636,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/12444636'},2020-02-05,"{'address_line_1': '11a Oaks Lane', 'locality': 'Sheffield', 'postal_code': 'S5 0TA', 'region': 'South Yorkshire', 'country': 'England'}",['96090']
SHEFFIELD YOUNG EXPLORERS CIC,15370392,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15370392'},2023-12-27,"{'address_line_1': '33 Gainsford Road', 'locality': 'Sheffield', 'postal_code': 'S9 4RJ', 'country': 'England'}","['85510', '85520', '85590', '85600']"
INTERNATIONAL CENTRE FOR APPLIED ETHICS AND PUBLIC AFFAIRS CIC,14689635,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14689635'},2023-02-27,"{'address_line_1': '374 Fox Hill Road', 'locality': 'Sheffield', 'postal_code': 'S6 1BP', 'country': 'England'}","['58141', '70210', '72200']"
ADJUST VENTURES CIC,15386249,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15386249'},2024-01-04,"{'address_line_1': '24 Edgedale Road', 'locality': 'Sheffield', 'postal_code': 'S7 2BQ', 'country': 'England'}","['43999', '71111', '74901', '85590']"
LIQUID DANCE ACADEMY CIC,15434966,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15434966'},2024-01-23,"{'address_line_1': '29 Calders Crescent', 'locality': 'Sheffield', 'postal_code': 'S5 9BL', 'country': 'England'}","['85520', '90010']"
SKYLINE GYMNASTICS CIC,16206504,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/16206504'},2025-01-24,"{'address_line_1': '11 Jaunty View', 'locality': 'Sheffield', 'postal_code': 'S12 3DY', 'country': 'England'}",['85510']
HUDSON UNEARTH CIC,13144819,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/13144819'},2021-01-19,"{'address_line_1': '45 Ashfurlong Road Dore', 'locality': 'Sheffield', 'postal_code': 'S17 3NL', 'country': 'United Kingdom'}",['59200']
SPM LEGAL CIC,15419366,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15419366'},2024-01-17,"{'address_line_1': 'The Balance', 'address_line_2': '2 Pinfold Street', 'locality': 'Sheffield', 'postal_code': 'S1 2GU', 'country': 'England'}",['69109']
DARNALL EDUCATION & SPORTS ACADEMY C.I.C.,13344031,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/13344031'},2021-04-19,"{'address_line_1': '487 Richmond Road', 'locality': 'Sheffield', 'postal_code': 'S13 8LW', 'country': 'England'}",['85510']
DYNAMIC DANCE CIC,15469672,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15469672'},2024-02-06,"{'address_line_1': '192 Sharrow Lane', 'locality': 'Sheffield', 'postal_code': 'S11 8AR', 'country': 'England'}",['90010']
ADIRA MENTAL HEALTH AND WELLBEING SERVICES C.I.C.,12460830,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/12460830'},2020-02-13,"{'address_line_1': 'Interchange', 'address_line_2': 'Interchange', 'locality': 'Sheffield', 'postal_code': 'S1 2BD', 'region': 'South Yorkshire', 'country': 'United Kingdom'}","['86900', '96090']"
SOBER IN COLOUR CIC,15401916,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15401916'},2024-01-10,"{'address_line_1': '6-8 Manvers Road', 'address_line_2': 'Swallownest', 'locality': 'Sheffield', 'postal_code': 'S26 4UD', 'country': 'England'}",['86900']
CREATIVE CONNECTIONS (SHEFFIELD) C.I.C.,15509808,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15509808'},2024-02-21,"{'address_line_1': '146 Alexandra Road', 'locality': 'Sheffield', 'postal_code': 'S2 3EG', 'country': 'England'}",['90020']
ASSOCIATION FOR ONLINE GAMERS CIC,15356713,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15356713'},2023-12-16,"{'address_line_1': 'Unit 1 Bold Street', 'locality': 'Sheffield', 'postal_code': 'S9 2LR', 'country': 'England'}","['82301', '85320', '86900', '93110']"
BD ACTIVE CIC,15712024,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15712024'},2024-05-10,"{'address_line_1': '105 Leeds Road', 'address_line_2': 'Eccleshill', 'locality': 'Bradford', 'postal_code': 'BD2 3AZ', 'country': 'England'}","['85510', '93199']"
SPEAK CARBON COLLECTIVE CIC,13577826,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/13577826'},2021-08-23,"{'address_line_1': 'Leeming Building', 'address_line_2': 'Ludgate Hill', 'locality': 'Leeds', 'postal_code': 'LS2 7HZ', 'country': 'England'}",['85590']
"SUDANESE DAJU COMMUNITY, CIC",12045958,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/12045958'},2019-06-12,"{'address_line_1': '212a York Road 212a', 'address_line_2': 'York Road', 'locality': 'Leeds', 'postal_code': 'LS9 9LN', 'country': 'United Kingdom'}","['74990', '85520', '85600', '93130']"
LEEP1 CIC,07252221,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/07252221'},2010-05-13,"{'address_line_1': '26 Roundhay Road', 'locality': 'Leeds', 'postal_code': 'LS7 1AB', 'country': 'England'}",['88100']
IGBO PROGRESSIVE COMMUNITY CIC,11537277,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/11537277'},2018-08-25,"{'address_line_1': '119 Foundry Mill Terrace Foundry Mill Terrace', 'locality': 'Leeds', 'postal_code': 'LS14 6TW', 'country': 'England'}",['82990']
THE HUNSLET CLUB COMMUNITY HOMES CIC,08713540,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/08713540'},2013-10-01,"{'address_line_1': 'The Hunslet Club', 'address_line_2': 'Hillidge Road', 'locality': 'Leeds', 'postal_code': 'LS10 1BP'}",['68209']
CHILDSSIDE CIC,09626396,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/09626396'},2015-06-05,"{'address_line_1': '121 Otley Old Road', 'locality': 'Leeds', 'postal_code': 'LS16 6HH'}",['85590']
THE PEOPLES ORGANISATION CIC,13417950,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/13417950'},2021-05-25,"{'address_line_1': 'The Green Caravan Back Lodge Lane The Green Caravan', 'address_line_2': 'Brompton Grove', 'locality': 'Leeds', 'postal_code': 'LS11 6JB', 'region': 'West Yorkshire', 'country': 'England'}","['85600', '88100', '90030', '93120']"
LEEDS POLISH SATURDAY SCHOOL CIC,10876431,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/10876431'},2017-07-20,"{'address_line_1': '67 Woodhill Road', 'locality': 'Leeds', 'postal_code': 'LS16 7BZ', 'region': 'West Yorkshire'}","['85200', '85310', '85520']"
PEARLS COMMUNITY HOMES CIC,14322521,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14322521'},2022-08-30,"{'address_line_1': 'Unit 40 Burley Trading Centre', 'locality': 'Leeds', 'postal_code': 'LS4 2PU', 'country': 'United Kingdom'}","['86900', '87200', '87900']"
GLOBAL REFUGEE LED NETWORK CIC,14029221,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14029221'},2022-04-06,"{'address_line_1': 'Flat 2 Carr Apartments', 'address_line_2': '43 Carr Crofts', 'locality': 'Leeds', 'postal_code': 'LS12 3HB', 'country': 'England'}","['84120', '85520']"
EAGLE BIZNET UK C.I.C.,10771861,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/10771861'},2017-05-15,"{'address_line_1': 'Unit 24, Sugarmill Business Park', 'address_line_2': 'Oakhurst Avenue', 'locality': 'Leeds', 'postal_code': 'LS11 7DF', 'region': 'West Yorkshire', 'country': 'England'}","['82302', '82990', '84130', '94110']"
NIGERIAN YORKSHIRE COMMUNITIES NETWORK UK CIC,13062577,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/13062577'},2020-12-04,"{'address_line_1': 'Carlton Trading Estate, Office 8,Unit 7 Pickering Street', 'address_line_2': 'Armley', 'locality': 'Leeds', 'postal_code': 'LS12 2QG', 'region': 'West Yorkshire', 'country': 'England'}","['85520', '85600', '88990', '93199']"
CONSTRUCTIVE FUTURES CIC,15429583,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15429583'},2024-01-22,"{'address_line_1': '125 Main Street', 'address_line_2': 'Garforth', 'locality': 'Leeds', 'postal_code': 'LS25 1AF', 'country': 'England'}",['94990']
HOPE INN GROUP CIC,15488506,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15488506'},2024-02-14,"{'address_line_1': '8a Woodland Hill', 'locality': 'Leeds', 'postal_code': 'LS15 7DG', 'country': 'England'}","['85520', '90030']"
PHOENIX SQUAD C.I.C.,15650506,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15650506'},2024-04-16,"{'address_line_1': '7 Hough End Close', 'locality': 'Leeds', 'postal_code': 'LS13 4HF', 'country': 'England'}",['82990']
HELLOHOPEUK CIC,15657647,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15657647'},2024-04-18,"{'address_line_1': 'Nexus', 'address_line_2': 'Discovery Way', 'locality': 'Leeds', 'postal_code': 'LS2 3AA', 'country': 'United Kingdom'}",['86900']
KEADAE CIC,15577266,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15577266'},2024-03-19,"{'address_line_1': '4 Pear Close', 'locality': 'Leeds', 'postal_code': 'LS16 8GW', 'country': 'England'}","['77291', '85590', '90030']"
COMMUNITY AMBITION CIC,15591012,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15591012'},2024-03-24,"{'address_line_1': ""Suite 22 Admiral's Yard"", 'address_line_2': 'Low Road Hunslet', 'locality': 'Leeds', 'postal_code': 'LS10 1AE', 'region': 'West Yorkshire', 'country': 'United Kingdom'}","['78109', '85600']"
HORSFORTH TOWN TEAM C.I.C.,14868791,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/14868791'},2023-05-15,"{'address_line_1': 'The Old Kings Arms The Green', 'address_line_2': 'Horsforth', 'locality': 'Leeds', 'postal_code': 'LS18 6BH', 'region': 'West Yorkshire'}",['96090']
SEED HARMONY CIC,15777159,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15777159'},2024-06-13,"{'address_line_1': '10 New House Farm Drive', 'address_line_2': 'Menston', 'locality': 'Leeds', 'postal_code': 'LS29 6RY', 'country': 'United Kingdom'}","['71112', '74901', '81300', '85600']"
MORLEYCHALLENGERSBC CIC,15636600,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15636600'},2024-04-11,"{'address_line_1': '7 Mclaren Place', 'address_line_2': 'Morley', 'locality': 'Leeds', 'postal_code': 'LS27 0FS', 'country': 'England'}",['93110']
CARE TO TALK (WAKEFIELD) CIC,15420109,active,private-limited-guarant-nsc,community-interest-company,search-results#company,{'company_profile': '/company/15420109'},2024-01-17,"{'address_line_1': '6 Methley Terrace', 'locality': 'Leeds', 'postal_code': 'LS7 3NL', 'country': 'England'}",['86900']
